label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200,f201,f202,f203,f204,f205,f206,f207,f208,f209,f210,f211,f212,f213,f214,f215,f216,f217,f218,f219,f220,f221,f222,f223,f224,f225,f226,f227,f228,f229,f230,f231,f232,f233,f234,f235,f236,f237,f238,f239,f240,f241,f242,f243,f244,f245,f246,f247,f248,f249,f250,f251,f252,f253,f254,f255,f256,f257,f258,f259,f260,f261,f262,f263,f264,f265,f266,f267,f268,f269,f270,f271,f272,f273,f274,f275,f276,f277,f278,f279,f280,f281,f282,f283,f284,f285,f286,f287,f288,f289,f290,f291,f292,f293,f294,f295,f296,f297,f298,f299,f300,f301,f302,f303,f304,f305,f306,f307,f308,f309,f310,f311,f312,f313,f314,f315,f316,f317,f318,f319,f320,f321,f322,f323,f324,f325,f326,f327,f328,f329,f330,f331,f332,f333,f334,f335,f336,f337,f338,f339,f340,f341,f342,f343,f344,f345,f346,f347,f348,f349,f350,f351,f352,f353,f354,f355,f356,f357,f358,f359,f360
A,30.2327,30.486,28.6367,28.4433,26.9524,27.8471,31.2544,30.2703,29.6934,30.3525,29.7761,31.0458,30.9795,33.4495,24.6624,22.7624,21.9209,23.7049,26.3903,26.9243,25.9277,30.4789,28.5606,28.9428,31.2236,29.5225,26.6072,28.1362,29.332,30.87,28.4624,26.9099,19.0646,24.7956,28.1978,31.2271,27.9881,33.9935,34.0772,35.3162,30.3545,32.5112,30.0004,26.6957,28.0848,30.5857,27.2737,25.8642,27.7503,27.3702,29.7061,30.7783,30.2739,34.5233,28.1965,27.63,29.3028,31.2053,27.7768,31.067,24.0786,24.5731,27.9205,23.4695,31.0716,32.4973,29.4126,29.0148,35.1502,29.9592,30.2123,26.5436,27.5591,23.995,24.7324,26.0038,31.1545,28.4764,22.8022,25.4727,31.9204,28.5322,32.667,28.6596,28.1426,29.7081,28.9041,29.7453,30.2413,33.4667,28.0785,33.8318,31.6443,26.8446,29.5157,22.5113,25.8746,25.9512,28.38,28.4266,29.8777,32.4077,22.2552,21.2896,31.5417,30.3868,25.0323,27.7438,28.4187,27.881,29.4752,30.4259,31.3222,25.6211,30.2756,33.0069,30.9596,32.3724,27.4399,29.8396,31.9282,29.92,29.4881,25.06,26.419,30.485,26.7054,31.0155,28.4824,29.8019,27.3159,27.1163,27.1095,30.4331,25.793,27.8489,28.2596,28.1776,29.522,28.3814,28.7661,25.0306,29.1815,29.4229,28.5761,30.3458,31.7917,33.1411,30.9758,31.0539,28.361,30.4278,31.1861,31.3273,27.3531,28.6376,31.1768,27.1048,30.7297,33.3597,27.4235,26.3514,22.9657,28.9591,24.5479,25.316,23.5669,30.142,28.6125,32.7851,27.2135,29.9972,28.4727,29.794,30.6401,27.7369,28.6432,27.0924,28.2433,28.5398,29.903,30.3074,26.7933,30.5671,30.2412,28.0216,29.9224,30.3607,30.4902,25.4845,26.7613,24.816,23.6018,30.3872,27.0914,29.4258,25.2758,34.2556,24.0082,30.0445,27.4566,30.4491,21.3221,22.9663,23.7476,24.3703,25.1015,23.8251,25.4672,28.8456,24.6859,28.2907,22.7488,22.4315,25.2358,24.5574,22.8519,21.8549,24.7692,23.6227,26.386,29.7511,23.2162,28.7972,31.6499,30.6435,23.3282,23.4037,23.8521,28.2549,26.494,30.762,29.2454,21.8958,29.3973,29.0235,28.5173,32.4001,31.8786,30.0102,25.0769,26.954,25.6094,21.6374,26.9191,27.1742,25.2948,25.4164,28.3783,28.6704,31.9309,37.6612,31.2445,38.6319,26.6916,30.2313,29.1725,28.9054,24.85,26.9543,27.0629,27.3761,28.3556,28.6184,28.5715,31.396,30.8143,29.186,25.5744,25.3153,26.3155,27.9063,31.6772,32.6027,31.914,25.9282,28.5624,29.7576,32.3271,34.7442,30.5637,28.3257,30.6989,27.2605,31.5379,30.2461,26.48,25.276,30.6422,31.5371,29.7726,26.3487,31.2774,31.3442,31.1982,30.5818,28.4717,28.3103,28.1154,31.8842,31.7713,28.6702,35.7932,30.3294,27.4417,28.2642,33.4369,31.0194,29.3706,38.1572,35.7769,36.3277,29.1129,32.368,34.9885,30.6875,32.6836,34.1309,26.8474,28.5493,33.4237,34.0771,31.3083,29.9622,22.688,27.4742,23.8551,23.4228,33.9327,32.5812,20.0798,27.7774,21.7109,23.8881,24.8356,29.6496,28.355,27.0699,30.336,30.4118,31.2596,35.4361,27.7132,28.9564,19.5515,21.33,31.7493,30.3131,31.2405,31.5658,29.3642,31.3681,27.9342,29.9453,25.4672,23.1147,26.9291,26.8667,19.7227,32.6801
A,30.1748,29.1581,28.7057,33.1069,29.9357,29.3849,31.35,32.4432,31.3744,31.3478,32.4165,30.014,34.117,33.3424,22.0586,23.023,25.6923,21.902,27.5958,27.6334,23.9653,31.619,31.6826,28.0946,29.2392,33.6605,33.1219,30.9408,30.5783,27.3607,25.9869,33.5828,26.3662,29.9129,28.0778,26.8362,32.2875,31.6171,28.6237,34.2639,33.0276,25.8737,31.3394,31.2489,32.4934,29.9901,28.5428,25.9311,24.2661,28.1053,30.2855,30.6479,34.5777,28.1183,28.9575,27.0076,31.4699,17.621,31.7763,31.9557,28.3802,28.4813,25.5211,28.9705,26.2093,31.3938,27.6363,29.5348,30.6878,28.3958,29.12,25.5571,23.5677,23.5432,24.8383,29.4391,28.5741,29.6424,27.478,25.1796,29.4846,25.6737,27.5856,26.0774,28.0087,21.2585,30.297,26.7826,32.0651,23.9178,28.9714,28.9601,29.5584,29.0911,25.5128,27.4182,31.5432,26.453,32.3098,22.8712,33.3177,32.0201,24.5626,26.053,33.0924,33.8168,27.9066,27.3202,24.8626,28.6152,33.8563,30.5397,29.605,29.0549,37.1704,32.5698,29.3348,30.5432,31.3429,27.7194,33.6044,27.6394,25.3083,22.6239,27.6109,25.1468,27.0175,29.684,32.1069,27.0007,28.8161,29.4551,32.8244,29.5311,30.6292,24.6349,31.0458,29.0321,31.6628,28.5598,31.2125,27.9845,32.352,32.8154,28.6389,28.7412,32.1699,28.0699,32.0946,34.0685,31.8231,31.4933,31.8579,30.4094,27.2344,29.0112,32.8227,30.9835,28.8009,31.2316,27.5817,28.245,32.0697,32.2815,28.0832,29.3609,32.1739,29.8135,30.1891,31.3228,27.4721,27.9145,27.2264,27.2887,31.8723,30.9539,33.1882,30.5411,31.1733,31.8627,30.9726,26.9104,30.5202,28.6361,29.107,27.2544,29.0878,29.032,35.3264,27.607,26.7152,28.8388,28.6727,30.6275,32.3776,29.9145,29.9189,24.8675,27.4168,28.8401,27.378,27.626,32.4194,25.2492,21.7465,22.5003,27.8796,23.2284,32.6385,25.3472,23.0379,23.9184,23.2104,25.5248,27.424,22.1326,23.8207,27.5708,21.7439,21.2511,26.9436,24.6742,26.0564,25.4759,23.7577,29.8348,22.1714,23.7698,24.339,24.4087,27.2945,25.6187,31.2452,24.6054,25.7191,27.9688,30.7603,28.6351,32.2597,28.7559,25.9677,36.007,24.9248,26.1666,27.2383,26.5664,25.8522,24.5821,27.6155,28.071,24.4871,32.2923,28.4698,33.6761,24.6055,30.9983,29.3371,31.586,23.0755,27.2055,26.0956,25.6515,27.9841,28.5071,30.6069,28.6572,28.0536,28.6195,28.1746,27.8565,28.2154,30.2625,33.2129,29.742,30.256,30.9937,25.2467,25.7042,33.9994,33.1823,30.9647,32.8939,28.7739,30.7367,33.0463,33.8872,29.1087,25.288,29.9396,30.6068,25.268,28.9818,29.8239,26.4878,27.9928,30.9301,29.0975,30.4391,28.3809,29.6385,29.4731,32.255,26.5876,31.9231,29.7533,30.5641,27.6017,28.4519,36.0195,31.9714,32.0552,33.6831,33.7229,34.0112,30.989,33.0702,35.2134,34.7798,32.0453,27.7766,31.7538,31.2971,33.0566,29.7651,26.5975,23.844,28.3028,22.9497,33.2617,29.1295,27.1401,26.6831,23.1209,20.7636,24.6537,24.0673,25.5729,26.5531,30.3399,32.3281,29.0398,30.367,29.68,28.3187,23.2766,16.8843,31.935,31.0734,30.0604,31.1415,32.4155,25.1506,30.3454,32.2207,21.9515,22.3251,27.1043,27.8649,27.5261,32.0278
A,29.2568,28.0556,33.1482,29.8496,23.3953,31.3889,28.4314,32.4463,29.9305,29.0832,28.2339,28.1516,27.3964,27.9296,23.2624,23.7839,23.4128,21.8225,22.6215,27.5677,21.8345,28.7774,28.3139,31.314,30.694,29.1789,24.8771,28.2863,27.4903,27.0429,27.0515,29.0154,22.9294,29.8459,29.7107,27.6662,31.571,33.6357,25.7611,33.524,31.9902,27.538,30.7786,27.5561,34.5845,30.2197,22.4455,27.806,24.9564,28.0936,25.7728,28.0117,31.1416,30.2965,29.6793,32.09,34.7966,30.4788,32.4877,29.6946,24.641,28.669,26.3687,27.9707,27.3967,28.6887,26.3829,27.2209,31.7276,29.3697,24.0844,25.9641,20.8593,18.4096,21.4913,23.3675,28.5991,31.2131,22.1232,25.5647,28.1745,26.9574,30.8082,34.2673,27.8772,26.8503,29.0408,29.4801,26.0835,27.7988,23.8434,31.9523,31.5399,29.9534,32.6424,21.3492,27.5224,21.3339,27.0193,28.1549,28.198,31.4143,24.0598,24.3492,29.2269,25.1204,24.7777,26.2899,26.1615,23.4186,28.997,29.9876,25.3293,29.5306,37.8921,33.9374,25.3356,31.1583,32.0392,26.6736,30.6776,29.6028,31.1285,25.4859,23.6139,27.5234,27.3628,24.2048,28.2352,31.9191,26.4417,27.7926,28.0952,29.6815,26.7102,26.1316,27.7852,29.5092,25.02,26.8338,29.4138,29.3089,30.3199,31.2934,25.2248,28.5571,28.796,29.6388,29.0771,27.778,29.4299,28.3397,31.376,29.7572,28.3737,31.2873,29.456,28.8059,27.1479,32.632,28.6867,28.6535,31.6181,27.5452,26.7026,29.6724,30.4285,29.5549,30.8821,32.4808,28.7706,29.8086,30.399,31.7816,30.7689,25.4531,29.0194,34.1066,30.3044,29.7434,29.915,27.6013,28.7078,28.6079,26.4134,28.4624,26.2808,30.172,26.7851,31.4199,24.0761,25.6504,24.6753,28.2237,29.4311,27.5025,27.1558,27.7011,27.8425,30.8293,28.0279,29.163,27.5479,27.2067,23.4328,23.5037,28.5742,29.5832,29.0273,26.9934,19.2296,25.212,16.8233,26.9801,27.9338,24.5784,20.7208,27.8768,22.461,22.3895,27.7062,30.0221,20.4787,27.9732,25.0694,21.1835,26.3709,26.6041,25.8168,21.3282,26.1972,29.6823,22.6712,26.7529,26.0331,24.5652,23.6144,22.5448,29.5454,23.5463,26.4078,27.0084,26.0768,22.735,24.9171,27.0698,24.1399,26.9843,29.357,25.6588,25.3261,24.1445,30.2622,30.6523,26.2056,21.5382,30.8047,27.3583,26.9671,26.7993,22.5186,23.7088,25.7306,27.4205,31.3704,27.3863,27.8022,28.5883,28.097,25.4522,30.642,27.5816,33.2361,27.7428,27.9721,24.9407,28.0951,27.8412,32.2928,30.6021,33.6696,30.5548,26.8556,30.0098,32.0448,29.5227,31.9038,26.8615,32.6122,30.8077,28.6793,19.8831,31.0183,31.3085,27.7269,30.6295,28.4995,30.1012,28.1647,28.5361,28.4661,28.0562,31.2354,35.9551,24.4373,32.2068,31.875,32.3583,38.5388,33.3753,33.0696,27.1964,30.3918,32.9704,30.1486,31.8319,34.835,34.0601,32.26,26.7054,30.6508,31.9824,35.4671,29.0283,27.7269,24.7478,26.1441,28.9469,24.0867,30.3465,21.2754,27.4458,24.004,22.2767,22.7418,21.4372,28.7625,29.4073,29.3621,32.3829,27.4617,30.2446,26.4504,27.9955,23.3772,17.7479,33.9603,27.8621,29.9241,32.0299,30.4875,25.456,27.0729,28.5077,26.0097,26.1746,28.2507,22.7517,28.923,27.4506
A,29.8871,29.837,28.3832,29.3861,27.8532,25.1691,29.9394,29.6089,27.4126,29.9445,29.4472,30.3041,31.2666,34.0108,23.1262,22.8816,26.7805,22.4348,24.1122,26.0477,19.4754,23.4032,25.7056,28.4072,29.1315,27.8182,32.1688,29.3097,30.3821,28.493,21.1165,30.8094,24.978,30.8008,29.5242,28.1818,32.0373,29.7081,31.4629,28.1223,29.383,24.025,28.2064,26.0623,31.9142,27.9689,24.6091,25.2538,21.3033,28.7553,28.1431,26.872,30.6238,31.3913,28.078,29.1605,34.7877,29.1443,33.365,29.2557,28.274,25.0733,31.0576,28.0201,28.8198,29.0374,29.231,26.5739,29.737,29.0264,28.2907,24.9666,26.5527,22.6407,26.34,27.8836,25.6855,24.5368,24.4134,28.7381,27.3179,28.6333,25.9623,26.3491,26.7689,28.3942,25.5106,24.1965,29.843,31.1111,29.0096,24.8289,26.0329,33.2752,21.4706,17.9576,30.5325,22.7841,30.6444,25.5501,28.2656,29.6903,24.3258,25.8135,30.6026,31.7889,23.5106,21.8944,21.9907,21.6558,29.741,22.9586,30.8102,25.5531,31.7298,31.8207,22.4199,30.5709,25.6125,25.558,29.7021,28.5864,28.5005,24.6149,22.4174,26.5046,25.0706,24.5187,26.3583,32.0097,26.4763,27.5932,26.629,25.9763,27.3421,27.485,29.1707,26.3708,28.0651,28.6692,28.0968,27.7133,28.7966,31.282,23.4162,24.2034,29.6925,25.7559,29.1689,31.1703,28.9204,30.3265,30.7486,29.0809,24.2352,23.4682,29.9813,19.5397,24.4347,26.2553,32.0324,28.4634,29.2686,27.7751,31.2341,27.3054,30.323,25.7062,27.6065,30.3259,29.1266,28.691,28.5582,30.1028,31.16,29.2264,31.1021,29.6249,31.5963,32.3448,27.5228,30.8471,27.3887,31.6178,27.7691,28.236,27.1557,27.6014,26.8055,21.978,24.4637,22.1206,22.2711,21.2727,22.4637,22.6764,31.0701,30.559,28.8066,29.3793,31.2497,34.4186,25.8683,27.5968,25.7299,21.6631,28.9945,31.0131,32.8952,28.8447,22.9896,25.8847,17.3124,19.6342,28.21,28.0655,25.2449,26.5243,20.3495,24.0399,25.8389,29.9451,24.856,24.2766,29.8903,18.4707,23.5104,26.9206,24.4605,29.2781,25.2716,29.6194,26.0233,28.3659,34.9909,29.9063,25.8091,23.2426,22.1239,20.2297,33.3443,31.6704,29.3386,25.5175,24.3718,25.0584,24.5483,24.3419,27.2101,28.9704,26.0131,30.0297,31.7622,26.4717,24.3734,27.2314,27.664,28.1114,28.3148,23.1657,24.6199,25.5202,25.6329,27.5384,29.715,27.4302,28.6377,26.5337,27.519,27.3338,29.1138,25.2185,31.3093,30.2828,27.701,29.2435,27.2158,31.6073,27.0591,28.0974,27.8468,33.5692,27.9303,28.9633,28.8128,31.6083,26.2817,26.1843,30.0206,22.1413,30.8645,28.5802,30.003,28.5438,29.3214,28.7208,30.0692,30.3133,27.6207,30.64,30.5839,30.9384,28.0225,26.6481,27.5332,24.1293,27.6935,27.6363,19.1739,26.4844,29.5892,27.8745,31.6846,30.4338,29.5237,26.747,30.5576,29.2162,21.4196,30.8244,31.7347,32.2522,32.49,30.1722,21.4245,20.6911,30.099,29.6133,28.8438,30.812,27.6539,26.0826,21.0835,18.0068,28.9265,29.8732,28.719,27.8573,29.5647,31.8156,27.0266,28.3465,27.0404,26.8544,18.5071,22.5225,30.6416,32.7277,27.3298,29.6418,28.8377,24.7233,31.8673,29.5725,25.1491,20.9585,26.105,24.4289,25.7664,26.8244
A,29.26,29.574,29.3157,31.8515,29.0095,27.9054,31.2184,32.402,29.7259,31.7834,29.5568,31.8967,30.307,26.3329,23.4994,21.3396,20.572,22.4136,27.7324,23.4165,25.7485,18.7978,29.0868,21.3873,28.5054,32.0878,28.6679,27.9539,28.7088,27.2013,23.6252,23.0967,20.7318,29.0163,26.1471,26.7243,31.374,27.1761,34.1879,33.2934,33.1307,31.1254,31.5262,27.9897,31.2366,28.9496,28.3568,27.1309,24.8173,25.8799,21.8553,30.1426,30.2595,29.7469,27.2434,23.1428,28.8419,33.0301,27.7496,30.9288,27.1427,24.1326,28.6946,24.1685,25.9075,30.4777,22.7324,28.8428,31.4959,28.2661,28.3604,25.4664,27.8615,28.0351,28.5806,26.9267,20.5793,26.634,23.4397,27.3669,31.193,28.0193,29.9706,31.0065,28.0546,21.3348,27.3011,29.0897,28.4313,31.242,31.3013,24.6091,31.8155,34.2734,23.2373,35.7255,31.9839,36.4613,28.0401,28.3311,27.9544,26.8788,21.2771,18.3834,28.6013,29.1781,27.4459,26.9624,24.8837,23.9328,29.8424,29.1547,33.7941,25.5639,37.4733,31.6194,36.2557,30.0678,30.8502,29.6152,30.2172,31.4649,29.9254,25.4624,22.4806,26.0788,35.1968,27.7603,26.2443,31.2494,33.6791,29.1653,27.1871,25.7884,26.0617,23.9621,28.9347,27.5179,25.6537,26.2018,27.5272,25.9699,29.8584,31.7311,24.9364,23.3726,28.695,31.3734,29.7521,31.2095,30.8533,30.3056,30.6768,32.675,24.3302,29.2268,28.9326,29.0056,29.7805,29.8375,28.6475,27.6263,31.0454,29.3007,29.8137,29.192,29.9323,25.0593,31.011,29.8647,28.5213,27.8442,28.3477,29.301,29.8548,25.037,25.8897,30.7009,28.8954,29.7672,31.0087,26.3098,26.2035,26.8487,28.0482,29.1939,27.307,30.0751,27.0288,31.5859,25.2588,24.5319,28.912,26.4988,21.9367,24.9013,22.8003,26.0096,26.9405,29.5507,28.756,31.7976,27.2593,26.2404,24.5186,25.6944,27.2655,21.6436,27.904,22.9937,18.716,20.7515,21.8768,23.6571,23.5654,22.1407,23.2153,18.6733,23.4638,20.3779,26.5741,25.8531,19.0893,22.41,18.0432,23.1803,17.7871,20.9165,22.1053,24.8088,26.6229,26.524,26.1561,26.7241,34.1223,33.8721,22.6488,25.8971,21.5882,22.949,30.2756,28.9848,28.783,34.7542,25.6291,26.5169,22.692,22.5149,26.5814,23.8872,26.3108,22.606,37.8095,34.8731,25.9528,27.1303,27.2091,26.0487,26.1802,26.0592,24.4828,26.953,25.9009,25.7704,30.0818,27.5112,25.5507,29.5635,30.8477,30.0464,27.5659,28.306,29.606,29.9206,26.5253,30.0061,27.2773,26.5655,28.6672,32.2253,23.3679,31.0836,24.9023,25.7186,32.461,31.1468,23.2491,29.8478,28.4195,30.6833,25.7851,34.004,29.6036,31.7801,28.2713,26.8662,28.5091,27.3642,31.5474,24.3886,29.3101,28.9733,29.875,28.0934,24.2399,24.7556,25.9363,27.5521,28.2155,25.234,30.1783,32.8741,31.3884,33.0402,32.0227,32.7513,30.6528,32.68,27.0373,25.8774,30.4206,29.1574,30.5681,31.8209,25.8516,28.4634,21.9025,19.3494,23.9154,30.6368,22.9186,27.6683,20.2455,21.9296,31.2423,27.3463,29.3992,28.1873,26.5044,26.8293,29.7428,28.8218,26.6824,29.7677,20.8294,24.1382,25.9008,32.9316,25.7972,27.8189,27.3151,23.9683,27.1308,29.4031,27.2526,25.9536,29.916,27.0483,31.5825,32.6356
A,29.3892,30.0949,34.0246,34.5931,27.1877,27.9058,32.0256,31.6124,31.5472,30.5855,32.5513,31.1845,31.0156,22.5933,25.4298,25.2899,27.4337,22.3363,25.0784,24.3279,28.5069,27.9152,27.9089,30.2254,29.3985,31.7197,30.2995,29.9121,28.9419,30.0553,22.7476,31.2991,25.5305,25.342,28.7735,26.8501,32.2144,33.811,30.3736,35.3598,29.6425,27.2985,30.0993,32.2244,28.5241,29.9491,24.9107,21.0572,25.0006,25.8357,27.9005,29.2238,32.2261,33.3261,33.1894,29.0185,29.7158,24.3643,29.8495,31.617,28.5094,31.1478,29.3674,27.0504,31.4776,30.8178,27.9802,29.1881,29.3933,31.6868,31.1973,29.1992,26.0624,29.8048,24.5132,33.8303,24.5893,27.9803,25.986,27.6893,28.8729,24.7288,28.8076,33.0218,26.5782,30.3384,28.6004,27.4214,31.1704,33.2103,31.5425,30.824,30.7563,28.7906,31.4902,27.2005,29.4947,32.7145,30.4266,31.5798,30.1757,32.0751,26.0337,25.0811,30.5024,30.3393,29.2515,28.9123,28.1999,26.0836,32.7823,28.2118,31.7951,28.8838,31.5767,33.7941,28.6106,33.1181,30.1386,29.6181,33.4534,33.9879,31.4433,26.1553,25.2794,23.95,30.1223,29.6118,30.7081,29.5954,29.5604,32.3673,27.5568,26.114,29.0802,26.8852,28.9724,28.8721,29.8189,25.7833,26.9929,28.2793,32.0559,32.5616,27.8265,29.0146,28.7155,29.0238,30.6789,28.9882,32.8792,28.6476,31.4891,31.8171,27.5018,24.2805,29.6747,29.3732,28.257,29.136,30.8055,28.7626,28.333,33.9569,27.7611,27.7105,28.7104,30.6333,30.5607,33.3892,27.5927,30.1949,24.9254,27.9886,31.1748,29.0304,32.5813,29.1047,29.2272,28.9303,29.8152,29.2454,28.5521,28.0526,28.0402,26.5441,29.734,30.5981,32.9255,30.8553,25.5315,27.7703,26.1056,27.849,28.0306,27.3473,28.8326,30.201,30.3814,29.7377,28.5318,25.6028,25.8293,30.7418,23.7088,22.9957,28.1004,27.0061,26.3436,26.2196,22.1261,23.5576,22.1229,27.5013,31.2587,25.6341,20.3428,24.2866,22.9169,20.9471,28.395,31.0367,30.3445,29.1801,29.7307,31.8576,26.5928,22.6744,25.1659,25.0716,28.5398,28.7986,26.2115,26.7103,24.5483,24.7297,23.5453,20.4995,25.1444,21.4953,30.0297,26.3501,22.6689,24.6833,22.495,26.7559,22.5983,28.6763,27.5941,27.9392,30.8061,22.6119,27.9267,24.7037,24.31,28.2945,28.3265,29.1881,28.8195,26.223,25.991,25.5894,29.6907,26.4367,29.4425,28.3865,28.8633,29.2199,26.8539,28.1407,27.6294,29.6229,31.83,31.1741,27.3071,28.2308,32.0027,31.9849,27.3252,31.2818,31.2124,34.7898,26.9403,31.2528,32.4436,31.9954,27.672,30.498,28.6362,28.5237,29.3681,29.7111,30.3254,30.6664,30.7725,28.8592,30.4277,30.2806,29.1238,30.0784,32.0627,29.6797,30.6712,29.52,28.1016,30.184,30.2739,27.0804,29.8595,23.8123,28.6951,27.0464,26.452,30.2271,31.0335,32.2768,32.4767,32.4163,21.42,30.0162,32.4388,33.6852,36.2873,28.8398,31.5984,28.2847,25.4312,31.4095,28.0022,34.1466,24.7209,27.7487,21.1548,21.8779,27.1341,27.7329,27.5646,27.4832,32.7364,31.0237,29.1389,30.8653,26.5913,28.6067,18.9999,19.8686,32.537,31.9522,30.1935,31.858,28.2116,24.5975,28.4429,28.3806,24.6381,25.4517,26.6685,29.6259,27.0621,31.6298
A,27.9426,29.14,32.8719,30.7962,27.7961,31.1732,30.3397,31.9327,30.6305,32.3506,29.5827,30.236,29.001,27.9168,22.9914,25.6502,23.6072,20.2009,25.828,23.7753,22.2515,27.4469,28.7128,30.8488,26.2126,32.2383,26.1198,28.3971,29.2568,27.9283,28.0537,28.2422,23.9739,26.4188,30.5255,25.4328,29.3922,37.4118,32.6945,28.4531,30.8796,24.8834,29.4378,32.2108,27.9701,35.3588,22.0677,20.0097,22.0922,31.1406,28.217,30.4018,29.4945,30.6545,28.5276,26.3129,30.4532,29.4089,29.1916,31.5708,26.5405,28.6716,24.7756,28.6998,27.1393,32.4354,28.0064,30.1202,29.8462,27.5281,24.1349,29.9101,23.2381,22.2047,22.338,29.4466,29.596,24.3469,26.5337,25.6214,23.5593,25.3922,27.0359,25.3236,28.5941,29.5896,29.8604,30.405,29.3309,28.6057,28.8197,29.5727,32.2394,24.0786,26.6239,26.1176,29.2991,27.2094,24.445,29.1857,27.6612,30.8208,22.4269,25.9371,33.0741,31.4958,26.23,26.6548,28.0233,24.3815,33.3068,28.4752,32.9563,30.0214,25.5412,37.4017,19.4373,26.5149,24.8872,26.8732,31.4979,31.4128,27.1366,28.5051,26.9639,28.8034,19.7046,30.4212,33.4873,27.4899,26.8688,28.8514,26.6954,28.4951,27.537,26.5479,30.3045,28.1348,27.7722,29.8315,25.596,27.7158,33.3296,32.3352,27.1429,28.3893,27.679,33.4215,30.065,30.1289,30.404,31.3747,32.4774,31.0352,26.776,29.646,30.2786,24.2798,26.996,27.3471,27.5492,28.1745,31.5764,31.6784,28.8691,28.9062,30.2732,31.3683,29.6708,31.6697,28.4023,29.2051,28.1921,30.8353,32.3865,30.3941,27.5593,31.8299,33.8713,35.1946,31.1139,28.7899,31.6267,27.3114,28.1005,26.6441,29.5259,27.9182,28.2202,28.6365,24.3016,23.5032,25.2046,23.1474,29.5863,24.8319,27.4009,30.8455,29.2948,26.8703,27.9561,27.4284,26.7454,26.9524,24.4165,23.6347,27.1075,27.6315,31.1765,27.4722,23.4079,25.6805,20.8547,21.1206,27.7183,27.2561,26.0011,23.4949,17.5194,22.1364,26.5439,28.5887,32.4596,25.9634,32.7309,25.5747,26.2535,25.1323,28.341,28.8996,28.9101,32.0196,26.4355,27.2072,27.0903,31.326,21.3913,27.2553,27.1222,20.8427,26.572,26.6201,26.3311,23.7402,26.4974,27.2447,25.5797,24.8883,26.2921,28.198,18.4695,22.0678,33.0996,36.1727,22.422,28.5996,30.4807,29.0093,24.6579,27.3298,24.9967,27.3746,25.9224,28.1341,29.9067,28.2239,28.5519,28.3395,27.9021,28.2617,28.8601,28.5805,30.3758,27.3003,30.3979,27.1958,27.7837,27.9232,29.9296,28.7564,30.4818,28.1497,31.524,32.0457,32.4022,31.2901,21.8753,22.2563,26.8502,24.6918,27.9312,29.6425,29.423,30.4371,32.3164,27.1711,28.8439,29.3253,31.5236,28.0574,30.2975,29.4215,38.2568,31.7865,25.1922,32.4851,29.3714,29.2557,19.497,18.9679,32.9225,33.0342,33.916,28.4463,32.6174,28.262,32.6547,30.5096,32.8489,28.2005,25.2362,29.2513,33.1928,30.6796,25.0427,30.1713,27.2051,30.0699,28.466,24.0879,27.3397,25.3071,21.9985,21.9785,29.448,30.4913,28.8108,27.8401,31.2331,27.6822,29.2984,31.1116,28.8505,27.6349,22.0833,15.8434,33.0656,26.8492,24.9103,28.3452,27.5072,22.0673,27.7366,29.3054,28.267,27.7325,24.5295,24.4393,32.0687,30.5152
